,timestamp_utc,air_temperature,precipitation,global_radiation,date,hour,min
353,2021-01-09 12:00:00+00:00,0.0,0,0,2021-01-09,12,0
354,2021-01-10 12:00:00+00:00,-0.6,0,0,2021-01-10,12,0
355,2021-01-11 12:00:00+00:00,-1.1,0,0,2021-01-11,12,0
356,2021-01-12 12:00:00+00:00,0.7,0,0,2021-01-12,12,0
357,2021-01-13 12:00:00+00:00,4.4,0,0,2021-01-13,12,0
358,2021-01-14 12:00:00+00:00,1.0,0,0,2021-01-14,12,0
359,2021-01-15 12:00:00+00:00,-0.7,0,0,2021-01-15,12,0
360,2021-01-16 12:00:00+00:00,-1.1,0,0,2021-01-16,12,0
361,2021-01-17 12:00:00+00:00,2.7,0,0,2021-01-17,12,0
362,2021-01-18 12:00:00+00:00,4.0,0,0,2021-01-18,12,0
